0f2a2a6fc73c17e789304d0ebb215afc3d339d9b	2026-08-05 09:23:40 +0300	0c5029d7ebc712a34ff2de1da56cc71bd1dfb620 3d9b2d7a17e17efb73ee331659f97bb7b8bdb153	Merge branch 'feat/pet-core-integration-v2' into master
b995e4469601091ad2bd45309fce1e05de678dad	2026-08-05 09:33:00 +0300	0f2a2a6fc73c17e789304d0ebb215afc3d339d9b	docs: audit avitosha v2 architecture
e58b1141f6061abfc1f27509b8eeb54195982748	2026-08-05 09:37:07 +0300	b995e4469601091ad2bd45309fce1e05de678dad	feat(game): define avitosha v2 domain schema
738d79b1bd207c2e923ef5f4ba12433438db85d5	2026-08-05 09:43:32 +0300	e58b1141f6061abfc1f27509b8eeb54195982748	feat(game): add transactional game repository
9feea2be7cc639377dbfc25a2ab0c068a47256f4	2026-08-05 09:48:59 +0300	738d79b1bd207c2e923ef5f4ba12433438db85d5	feat(game): implement atomic avitosha progression
bac31e8f8d82692ca7532b997f2192e34e571f25	2026-08-05 09:55:22 +0300	9feea2be7cc639377dbfc25a2ab0c068a47256f4	feat(api): expose avitosha v2 game endpoints
409b9027fc4c00ff3c83c7421505903c7d6bd39d	2026-08-05 09:58:48 +0300	bac31e8f8d82692ca7532b997f2192e34e571f25	feat(realtime): publish game events over websocket
6098a6a30973f3bc184b082f943a09949fbb1302	2026-08-05 10:00:01 +0300	409b9027fc4c00ff3c83c7421505903c7d6bd39d	test(game): cover complete first room journey
03c85d46451f81897e7cefa056c1838ed91b3d4d	2026-08-05 10:04:04 +0300	6098a6a30973f3bc184b082f943a09949fbb1302	feat(game): add summaries leaderboard and character
56681ace31de99dc1970fc5b0eee4e19dbd1224a	2026-08-05 10:10:44 +0300	03c85d46451f81897e7cefa056c1838ed91b3d4d	feat(frontend): connect avitosha dashboard to game API
f7289e523da7383e87ee22a96fe02b62451a60da	2026-08-05 10:16:21 +0300	56681ace31de99dc1970fc5b0eee4e19dbd1224a	docs: add runnable avitosha v2 environment
1b83af6988298cc321e44543a53ec1bd11261ce4	2026-08-05 10:28:25 +0300	f7289e523da7383e87ee22a96fe02b62451a60da	test(game): harden idempotency and concurrency
65d4a25841e6a197b6195594a0e03c45c6926c9f	2026-08-05 13:11:40 +0300	f031bc7a5ce86a373583932d1ebdfae0e7a6499e	feat(game): allow safe pet renaming
d23d28107467650bc69ab815eb86204b2eb4bf1e	2026-08-05 15:14:21 +0300	65d4a25841e6a197b6195594a0e03c45c6926c9f	feat(game): credit task reward balances
666751acce090689a9ce83a8727d3fb26d7a48eb	2026-08-05 15:16:32 +0300	d23d28107467650bc69ab815eb86204b2eb4bf1e c59c296f12b175b5389030b0b6b63ce5062f1a99	Merge remote-tracking branch 'origin/master'
f9648cc09ec0cdc0da2a1122115d1fe2eb408296	2026-08-06 16:26:26 +0300	2954b7ca43d4861ea30a4eb128714adee08f1c0a	feat: add AI-powered task advice
b24f206740b28fe2c17149a18afd44e21762f519	2026-08-06 22:36:52 +0300	f9648cc09ec0cdc0da2a1122115d1fe2eb408296 7f8ccc14f09d88c862587b0a346c52e3fc00d41f	Merge remote-tracking branch 'origin/master'
66d47d27cba1a9c5dd36a19cfc8d68926e854076	2026-08-08 01:44:59 +0300	b24f206740b28fe2c17149a18afd44e21762f519	perf: profile and optimize event serialization
23fe3d3aa44447e9848bf819920f5d241c4b7546	2026-08-08 07:54:24 +0300	66d47d27cba1a9c5dd36a19cfc8d68926e854076 9245548296df9f6cb9c87bdd455b23080d5a38c5	Merge remote-tracking branch 'origin/master'
187be5d9ddd6bd03b0d1cbf8904ee6e2e1d7ec6d	2026-08-08 11:51:06 +0300	23fe3d3aa44447e9848bf819920f5d241c4b7546	feat: split backend into gRPC microservices
d92752556c321b63871de8d036b370c6f81fb180	2026-08-08 11:58:36 +0300	187be5d9ddd6bd03b0d1cbf8904ee6e2e1d7ec6d	chore: remove personal task notes from repository
